OTU_id	S1	S2	S3	S4	S5	S6	S7	lca_superkingdom	lca_phylum	lca_class	lca_order	lca_family	lca_genus	diamond_best_hit	diamond_pident	diamond_e-value
Otu1113	17	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502959247|ref|WP_013194223.1|_arsenite_S-adenosylmethyltransferase_[Methanohalobium_evestigatum]	67.5	1.20E-11
Otu1114	33	14	9	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|656252403|ref|WP_029198871.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_alginolyticus]	64.1	3.60E-11
Otu1115	9	3	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|501979004|ref|WP_012682192.1|_arsenite_S-adenosylmethyltransferase_[Gemmatimonas_aurantiaca]	85	1.50E-14
Otu1116	2	4	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|503040451|ref|WP_013275427.1|_arsenite_S-adenosylmethyltransferase_[Thermosediminibacter_oceani]	72.5	4.60E-11
Otu1117	14	17	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|500005407|ref|WP_011686125.1|_arsenite_S-adenosylmethyltransferase_[Candidatus_Solibacter_usitatus]	82.5	1.20E-14
Otu1118	10	6	6	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	69.2	2.10E-11
Otu1119	15	24	9	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|496492145|ref|WP_009200715.1|_arsenite_S-adenosylmethyltransferase_[Anaerobaculum_hydrogeniformans]	77.5	1.50E-14
Otu112	151	144	81	0	0	0	0	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	gi|922783416|ref|WP_053381118.1|_arsenite_S-adenosylmethyltransferase_[Nitrospira_moscoviensis]	95	1.50E-17
Otu1120	19	6	6	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	75	8.50E-13
Otu1121	13	0	0	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|654873070|ref|WP_028325089.1|_arsenite_S-adenosylmethyltransferase_[Desulfatirhabdium_butyrativorans]	82.1	3.40E-14
Otu1122	6	2	0	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|916650991|ref|WP_051258082.1|_arsenite_S-adenosylmethyltransferase_[Desulfovibrio_cuneatus]	75	2.60E-15
Otu1123	34	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|801017797|ref|WP_046023086.1|_arsenite_S-adenosylmethyltransferase_[Magnetospira_sp._QH-2]	75	1.70E-13
Otu1124	4	3	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	NA	gi|736112451|ref|WP_034245013.1|_arsenite_S-adenosylmethyltransferase_[Actinotalea_fermentans]	61.5	5.10E-10
Otu1125	10	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|503485774|ref|WP_013720435.1|_arsenite_S-adenosylmethyltransferase_[Methanosaeta_concilii]	62.5	8.50E-13
Otu1126	61	37	15	0	0	0	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA	gi|851359698|ref|WP_048196287.1|_hypothetical_protein_[Methanococcoides_methylutens]	67.5	1.20E-11
Otu1127	3	4	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|517502816|ref|WP_018673024.1|_hypothetical_protein_[Brevibacillus_laterosporus]	70	1.60E-11
Otu1128	10	5	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	82.5	1.40E-15
Otu1129	41	50	41	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502959247|ref|WP_013194223.1|_arsenite_S-adenosylmethyltransferase_[Methanohalobium_evestigatum]	69.2	5.50E-12
Otu113	13	10	13	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	gi|806837003|ref|WP_046185264.1|_arsenite_S-adenosylmethyltransferase_[Mycobacterium_nebraskense]	77.5	1.10E-12
Otu1130	4	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851204023|ref|WP_048105759.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_barkeri]	72.5	2.50E-12
Otu1131	13	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|951387101|ref|WP_057763065.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_sp._FJAT-25547]	65	1.80E-10
Otu1132	5	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|751570639|ref|WP_041039517.1|_arsenite_S-adenosylmethyltransferase_[Magnetospirillum_magnetotacticum]	71.8	7.20E-12
Otu1133	84	81	52	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	85	1.20E-14
Otu1134	3	3	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|504374430|ref|WP_014561532.1|_arsenite_S-adenosylmethyltransferase_[Ignavibacterium_album]	67.5	7.20E-12
Otu1135	0	4	2	0	0	0	0	Bacteria	Firmicutes	Clostridia	NA	NA	NA	gi|503040451|ref|WP_013275427.1|_arsenite_S-adenosylmethyltransferase_[Thermosediminibacter_oceani]	80	5.90E-14
Otu1136	5	4	7	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|829074989|ref|WP_047308040.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	80	1.30E-13
Otu1137	12	16	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|654580347|ref|WP_028047478.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_sp._URHE0023]	70	6.10E-11
Otu1138	15	1	8	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|505937203|ref|WP_015723951.1|_arsenite_S-adenosylmethyltransferase_[Desulfobulbus_propionicus]	74.4	1.10E-12
Otu1139	5	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	84.6	2.60E-14
Otu114	317	105	73	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|499760130|ref|WP_011440864.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	90	1.80E-15
Otu1140	27	25	22	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	85	1.40E-15
Otu1141	12	5	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	82.5	1.50E-14
Otu1142	90	12	11	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	86.8	2.40E-15
Otu1143	23	18	4	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	77.5	6.50E-13
Otu1144	17	1	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|503653048|ref|WP_013887124.1|_arsenite_S-adenosylmethyltransferase_[Flexistipes_sinusarabici]	57.5	1.60E-11
Otu1145	4	14	16	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|746068001|ref|WP_039135933.1|_arsenite_S-adenosylmethyltransferase_[Flavihumibacter_solisilvae]	65.8	6.10E-11
Otu1146	4	6	0	0	0	0	0	Bacteria	Firmicutes	NA	NA	NA	NA	gi|655162593|ref|WP_028609136.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_harenae]	59	1.10E-09
Otu1147	20	12	22	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|829074989|ref|WP_047308040.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	85	4.10E-15
Otu1148	32	9	2	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	83.7	4.00E-16
Otu1149	9	6	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	82.5	5.30E-15
Otu115	42	32	31	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	"gi|760135648|ref|WP_043817016.1|_arsenite_S-adenosylmethyltransferase,_partial_[Rubrivivax_gelatinosus]"	84.6	7.70E-14
Otu1150	20	5	6	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	85	2.40E-15
Otu1151	1	4	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	65	2.30E-10
Otu1152	13	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851314766|ref|WP_048177906.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._MTP4]	70	1.40E-12
Otu1153	16	10	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|516754191|ref|WP_018084905.1|_hypothetical_protein_[Desulfurispora_thermophila]	85	5.30E-15
Otu1154	39	2	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|749074879|ref|WP_040100226.1|_methyltransferase_type_11_[Geoalkalibacter_ferrihydriticus]	60.4	1.30E-12
Otu1155	5	2	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	90	8.20E-16
Otu1156	3	2	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|502635989|ref|WP_012872514.1|_arsenite_S-adenosylmethyltransferase_[Sphaerobacter_thermophilus]	77.5	2.20E-13
Otu1157	92	36	25	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	gi|504622272|ref|WP_014809374.1|_arsenite_S-adenosylmethyltransferase_[Desulfomonile_tiedjei]	85	2.00E-14
Otu1158	43	32	22	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	67.5	3.00E-10
Otu1159	4	7	14	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|917562532|ref|WP_052157922.1|_arsenite_S-adenosylmethyltransferase_[Leptospirillum_ferriphilum]	69.2	1.20E-11
Otu116	24	20	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|502782016|ref|WP_013016992.1|_arsenite_S-adenosylmethyltransferase_[Stackebrandtia_nassauensis]	82.5	2.00E-14
Otu1160	22	6	4	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|497447686|ref|WP_009761884.1|_arsenite_S-adenosylmethyltransferase_[Halobacterium_sp._DL1]	68.4	1.70E-08
Otu1161	104	48	52	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	83.7	2.40E-16
Otu1162	2	4	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|640258314|ref|WP_024840951.1|_arsenite_S-adenosylmethyltransferase_[Cellulosimicrobium_cellulans]	57.5	3.30E-09
Otu1163	6	5	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|568207741|ref|WP_024082105.1|_arsenite_methyltransferase_[Magnetospirillum_gryphiswaldense]	76.9	2.50E-12
Otu1164	77	69	78	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	gi|950275798|ref|WP_057311336.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_sp._Soil766]	64.1	4.60E-11
Otu1165	17	7	5	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	88.6	1.30E-17
Otu1166	3	5	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	76.9	3.20E-12
Otu1167	3	0	1	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|492544307|ref|WP_005880668.1|_type_11_methyltransferase_[Oxalobacter_formigenes]	72.1	1.30E-14
Otu1168	32	2	2	0	0	0	0	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	gi|504247862|ref|WP_014434964.1|_methyltransferase_[Caldilinea_aerophila]	80	4.50E-14
Otu1169	7	0	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|488859335|ref|WP_002771645.1|_arsenite_S-adenosylmethyltransferase_[Leptonema_illini]	75	1.30E-13
Otu117	46	42	32	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|652931506|ref|WP_027185239.1|_arsenite_S-adenosylmethyltransferase_[Desulfovibrio_inopinatus]	65	1.20E-11
Otu1170	6	3	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|752691219|ref|WP_041339041.1|_hypothetical_protein_[Rubrobacter_radiotolerans]	74.4	5.50E-12
Otu1171	0	1	4	0	0	0	0	Bacteria	Firmicutes	Clostridia	NA	NA	NA	gi|503040451|ref|WP_013275427.1|_arsenite_S-adenosylmethyltransferase_[Thermosediminibacter_oceani]	85	4.10E-15
Otu1172	26	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	80	2.20E-13
Otu1173	7	0	8	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	75	1.10E-12
Otu1174	3	2	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|921296454|ref|WP_053231770.1|_arsenite_S-adenosylmethyltransferase_[Sandaracinus_amylolyticus]	72.5	2.70E-11
Otu1175	46	43	27	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	66.7	7.90E-11
Otu1176	4	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	89.7	1.50E-14
Otu1177	3	6	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|499760130|ref|WP_011440864.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	77.5	1.40E-12
Otu1178	2	1	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|917562532|ref|WP_052157922.1|_arsenite_S-adenosylmethyltransferase_[Leptospirillum_ferriphilum]	69.2	4.20E-12
Otu1179	20	2	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|947144867|ref|WP_055917960.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_sp._Root485]	77.5	5.50E-12
Otu118	92	109	63	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|648606717|ref|WP_026298468.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_laeviribosi]	82.5	5.30E-15
Otu1180	7	1	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|750524168|ref|WP_040806037.1|_arsenite_S-adenosylmethyltransferase_[Nocardia_concava]	82.5	1.20E-14
Otu1181	3	1	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|500016422|ref|WP_011697140.1|_arsenite_S-adenosylmethyltransferase_[Syntrophobacter_fumaroxidans]	68.2	1.00E-11
Otu1182	15	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	80	1.20E-14
Otu1183	5	2	4	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|503592776|ref|WP_013826852.1|_arsenite_S-adenosylmethyltransferase_[Methanobacterium_paludis]	65	4.20E-12
Otu1184	23	1	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	92.5	4.80E-16
Otu1185	6	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|817122952|ref|WP_046495594.1|_arsenite_S-adenosylmethyltransferase_[Syntrophomonas_zehnderi]	67.5	5.50E-12
Otu1186	723	122	38	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	87.5	4.10E-15
Otu1187	41	13	12	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|829074989|ref|WP_047308040.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	90	6.30E-16
Otu1188	7	5	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|856991452|ref|WP_048344032.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_sp._A375-1]	77.5	1.10E-12
Otu1189	11	4	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	92.5	3.70E-16
Otu119	232	154	87	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|502883608|ref|WP_013118584.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_flavigena]	72.5	1.20E-11
Otu1190	27	22	12	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	61.5	3.00E-10
Otu1191	28	6	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|917562532|ref|WP_052157922.1|_arsenite_S-adenosylmethyltransferase_[Leptospirillum_ferriphilum]	76.9	6.50E-13
Otu1192	4	1	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	90	6.30E-16
Otu1193	6	4	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|817122952|ref|WP_046495594.1|_arsenite_S-adenosylmethyltransferase_[Syntrophomonas_zehnderi]	72.5	3.80E-13
Otu1194	14	12	9	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	74.4	2.20E-13
Otu1195	7	10	7	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|764547837|ref|WP_044415711.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	87.5	2.60E-14
Otu1196	19	8	7	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	75	2.20E-13
Otu1197	7	3	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|851289718|ref|WP_048153401.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._Kolksee]	78.9	1.20E-11
Otu1198	5	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|947144867|ref|WP_055917960.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_sp._Root485]	72.5	7.90E-11
Otu1199	22	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|801017797|ref|WP_046023086.1|_arsenite_S-adenosylmethyltransferase_[Magnetospira_sp._QH-2]	79.5	2.90E-13
Otu12	1662	848	591	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	gi|640258314|ref|WP_024840951.1|_arsenite_S-adenosylmethyltransferase_[Cellulosimicrobium_cellulans]	72.5	7.20E-12
Otu120	78	106	94	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	80	4.50E-14
Otu1200	36	5	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|517104866|ref|WP_018293684.1|_arsenite_S-adenosylmethyltransferase_[Mariprofundus_ferrooxydans]	70	2.90E-13
Otu1201	4	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499343073|ref|WP_011032612.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_mazei]	77.5	7.20E-12
Otu1202	10	1	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|522063943|ref|WP_020575152.1|_hypothetical_protein_[Actinopolymorpha_alba]	85	4.50E-14
Otu1203	29	26	10	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	79.5	7.70E-14
Otu1204	6	7	1	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	84.1	6.20E-17
Otu1205	73	9	5	0	0	0	0	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	gi|922783681|ref|WP_053381383.1|_hypothetical_protein_[Nitrospira_moscoviensis]	76.1	1.10E-16
Otu1206	38	24	25	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851314766|ref|WP_048177906.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._MTP4]	60	3.30E-09
Otu1207	11	3	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|738805870|ref|WP_036696879.1|_hypothetical_protein_[Paenibacillus_sp._FSL_R7-269]	75	3.40E-14
Otu1208	19	25	7	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	90	6.30E-16
Otu1209	8	3	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	87.5	1.40E-15
Otu121	127	60	52	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	85	2.40E-15
Otu1210	1	0	3	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	75	1.30E-13
Otu1211	20	5	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|917483901|ref|WP_052090318.1|_arsenite_S-adenosylmethyltransferase_[Desulfosporosinus_sp._HMP52]	82.5	1.30E-13
Otu1212	6	1	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|652453667|ref|WP_026848516.1|_arsenite_S-adenosylmethyltransferase_[Gemmatimonas_phototrophica]	77.5	5.90E-14
Otu1213	2	1	4	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	83.7	6.90E-16
Otu1214	9	5	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|516744948|ref|WP_018078770.1|_arsenite_S-adenosylmethyltransferase_[Thiobacillus_denitrificans]	66.7	7.90E-11
Otu1215	9	1	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	60	5.70E-09
Otu1216	5	6	3	0	0	0	0	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	gi|501450751|ref|WP_012474200.1|_arsenite_S-adenosylmethyltransferase_[Chlorobium_phaeobacteroides]	57.5	3.30E-09
Otu1217	9	8	4	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499343073|ref|WP_011032612.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_mazei]	67.5	5.00E-13
Otu1218	0	3	9	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|502814172|ref|WP_013049148.1|_arsenite_S-adenosylmethyltransferase_[Aminobacterium_colombiense]	65	1.60E-11
Otu1219	14	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	62.5	4.30E-09
Otu122	219	44	25	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|522208193|ref|WP_020715660.1|_hypothetical_protein_[Acidobacteriaceae__KBS_89]	77.5	3.40E-14
Otu1220	3	2	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|656269961|ref|WP_029215682.1|_arsenite_S-adenosylmethyltransferase_[bacterium_JKG1]	90	6.90E-15
Otu1221	6	3	1	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	NA	gi|521971524|ref|WP_020482795.1|_arsenite_methyltransferase_[Methylomonas_sp._MK1]	97.9	4.30E-24
Otu1222	3	6	6	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|851289718|ref|WP_048153401.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._Kolksee]	68.4	1.40E-10
Otu1223	18	3	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|501980888|ref|WP_012682757.1|_arsenite_S-adenosylmethyltransferase_[Gemmatimonas_aurantiaca]	80	3.80E-13
Otu1224	7	2	1	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	87.5	1.20E-14
Otu1225	1	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|810964930|ref|WP_046368067.1|_arsenite_S-adenosylmethyltransferase_[Flavihumibacter_petaseus]	55	2.80E-08
Otu1226	6	2	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|751580714|ref|WP_041049403.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_sp._VKM_B-2647]	75	2.60E-14
Otu1227	29	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Otu1228	15	10	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	92.5	2.80E-16
